	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	F_13D_1	F_13D_2	F_13D_3	F_12D_1	F_12D_2	F_12D_3
ENSMUSG00000031262	339.23464132965097	-3.15679834372479	0.18478201314620998	1.2129474978055594e-66	7.386417066100956e-64	CENPI	1.18790041045	1.11423580801	1.31052464689	9.91823031299	9.4178300864	10.657290854600001
ENSMUSG00000019961	3866.5937547457597	-1.52042088189235	0.0894939393300683	3.0405588946855383e-66	1.78774378321666e-63	TMPO	30.4777515222	28.6526693907	34.5513699539	86.902517086	72.683136502	84.6534524775
ENSMUSG00000006398	1349.00030297077	-3.70045535972669	0.21780904168601398	3.287287493454768e-66	1.86838463502991e-63	CDC20	5.11532574963	7.0791815222	5.75151728967	70.77435440010001	91.4119242117	69.0589856614
ENSMUSG00000041064	277.512397612067	-4.01341015567567	0.23934457264545805	8.228259284600654e-65	4.525808034249217e-62	PIF1	0.364239671231	0.403261708276	0.447828410431	6.89753974366	5.02125781555	6.6009567029900005
ENSMUSG00000027496	784.71461359261	-3.7910585542289694	0.22629172260622	1.553189114718519e-64	8.27607112345796e-62	AURKA	2.32131641231	3.29976037197	4.05308753767	34.482511680500004	42.6383491747	36.995925411
ENSMUSG00000025001	1407.05631651301	-2.6014559790328704	0.155260569870354	1.9009659992424485e-64	9.822233713055462e-62	HELLS	3.83311116027	3.35792922468	4.434075722469999	23.1867191081	16.5878440704	23.8951080892
ENSMUSG00000035683	469.23944794078596	-3.06775605424647	0.186324343474286	4.129415758988877e-62	2.0709020031329193e-59	MELK	1.6073337744999998	2.02498473042	1.37803848936	15.773819315199999	13.9419256768	14.6097870062
ENSMUSG00000002297	999.276379716174	-2.9294749670706097	0.17852853481653302	9.899639258103967e-62	4.822821399712309e-59	DBF4	5.00462427141	5.420332148250001	6.850319184530001	32.6816356015	42.7281837839	39.2878635828
ENSMUSG00000022034	350.349846513556	-3.12032893563744	0.190746241862893	2.3484140264448394e-61	1.1123002101364099e-58	ESCO2	0.974556813449	1.3487048379299995	1.50683505687	9.78046057751	8.26759268307	11.4546201847
ENSMUSG00000041859	2003.7220231612805	-2.6416039809762797	0.16398604579513198	8.809904371353786e-60	4.0599372820527994e-57	MCM3	8.94251959867	9.30159118374	9.17116180187	61.970721400900004	46.1459330907	57.798363377799994
ENSMUSG00000041057	1734.8999122393698	-1.40904339175407	0.0874421439014047	9.770102590434799e-60	4.383947875513259e-57	WDR43	13.7355145479	14.681450558	18.072690776600002	36.5195245561	34.9844149602	36.7615653489
ENSMUSG00000022322	487.98068031303706	-3.71650064977552	0.23271285849397896	6.659814774120078e-59	2.9117051721415797e-56	SHCBP1	1.84369721303	1.67266455751	2.20765352031	18.7463474631	27.3252975738	21.856596392300002
ENSMUSG00000026622	657.493576657365	-3.57810662417278	0.224875399610779	2.1066682705810697e-58	8.98020017041947e-56	NEK2	1.45493566179	1.94795274515	1.45854270384	23.9749804898	15.427242404100001	21.0884541031
ENSMUSG00000033031	1166.77061582977	-2.6466557909593	0.166682577611906	3.576479328993418e-58	1.4873792448455294e-55	CIP2A	4.02213212167	4.346648138969998	5.30573326068	26.997193840599998	20.6762721246	28.8284397533
ENSMUSG00000017499	394.353257918743	-3.2902143504287498	0.207403427373067	6.3230596895528995e-58	2.5670116849182483e-55	CDC6	0.69350880984	0.918850270978	0.8810406348109999	8.09242168064	6.69868363553	8.38665293127
ENSMUSG00000024989	559.52514919214	-3.6559184229739796	0.231334245269076	1.0442015673882194e-57	4.1406234710550275e-55	IFT81	1.50276644343	1.13836354738	1.99202617417	15.4783493276	17.7887450912	15.9608986075
ENSMUSG00000048424	257.488993245556	3.5296477407941604	0.223371747534244	1.29448890006583e-57	5.0164386897778285e-55	RANBP3L	8.19723139965	8.334164413139996	11.2885631035	0.600634882804	0.406521182963	0.960958974918
ENSMUSG00000021569	447.796797739037	-3.11236211845622	0.198463389710625	1.229472860882749e-56	4.6586092779803995e-54	TRIP13	2.26370920373	1.91966311213	2.6360584225	17.6300012313	18.6649171197	16.5091341493
ENSMUSG00000022385	409.94790943071996	-3.4544559929039003	0.22338872822949105	2.85594706240108e-55	1.0586250730652294e-52	GTSE1	0.8627485080130001	1.64379335806	1.26331869415	13.5784712932	13.522319834600001	13.1152808453
ENSMUSG00000027115	261.706789612277	-2.67545637957704	0.17410580349429802	1.1463552749846094e-54	4.1588305944175885e-52	KIF18A	0.520022004591	0.566447424904	0.853106273003	3.27121776566	2.95488534131	3.87916908306
ENSMUSG00000046434	12465.312875579299	-1.6678542388942599	0.10895052933598598	1.2152261857354892e-54	4.3168378527032875e-52	HNRNPA3	158.629787825	164.84666315799998	132.569605534	513.04954183	442.90968443300005	529.630657919
ENSMUSG00000029730	2884.9542475755297	-1.99349272173137	0.130801542418559	1.9815146293225086e-54	6.895266519301646e-52	MCM7	19.998111575899998	22.5486874676	23.389145164400002	93.1616855152	63.8043742941	89.78289074870001
ENSMUSG00000090150	449.666566680455	1.95546197078162	0.12837073306044802	2.2400442602642387e-54	7.638998936353106e-52	ACAD11	13.636657066500002	13.0903969198	16.5540742389	3.59027588499	2.94601129928	3.12046156303
ENSMUSG00000012443	1780.9824566984698	-2.70596447751588	0.176859767205251	3.391946554119048e-54	1.1340407979271399e-51	KIF11	5.63045854868	4.60312937503	6.09065731023	37.1648494418	22.7669040815	38.3834413579
ENSMUSG00000029084	1071.81191183371	2.4927070983416497	0.16376665925979902	6.99564855177678e-54	2.2939000664681886e-51	CD38	22.3882179381	19.7130722301	29.512829669499997	3.6742000028800006	2.84848071101	3.95259811411
ENSMUSG00000001228	1671.97489514084	-2.66091152572458	0.17678717833815102	1.3656031433527899e-52	4.393377207039317e-50	UHRF2	5.93743167368	6.77578802839	6.62161862324	47.6414436402	27.097106105599998	43.5844811592
ENSMUSG00000032372	425.058046566753	-2.5053505240236	0.166852075035935	1.63595488334312e-52	5.086702157432408e-50	TMEM256-PLSCR3	3.85030825582	4.00830709557	5.2327785535	20.3465593422	21.888753806500002	22.3613958012
ENSMUSG00000027323	554.348252334708	-3.0170320452414	0.20025237451660197	1.640775430524789e-52	5.086702157432408e-50	RAD51	1.76684608382	2.02791806503	1.14624877661	13.167010621900001	16.3704274252	15.118980660799998
ENSMUSG00000038252	2482.345281818789	-2.4533986336746803	0.163674878492856	2.1092926511358487e-52	6.422419463306667e-50	NCAPD2	10.9211433843	8.01724644442	8.465627112	56.29558604100001	43.9704046353	50.731534114
ENSMUSG00000027331	965.758558483205	-2.21240645199754	0.148568644819807	5.022619856891577e-52	1.502468266313309e-49	KNSTRN	3.9741339016	4.54436836404	3.66582878082	19.218014091500002	18.8252264982	18.991329978699998
ENSMUSG00000020649	3306.61189893984	-3.8540631639350895	0.258760155688754	9.198715367142694e-52	2.7042637193991396e-49	RRM2B	9.60932708149	11.5483366222	14.975491203299999	138.982102115	178.686080107	136.481637481
ENSMUSG00000030867	840.529041605518	-2.99752686780908	0.20082276857941106	1.33824039356093e-51	3.8675147373911e-49	PLK1	3.54377257982	5.18550849858	5.329256028690001	32.9940825315	36.8200442597	31.441143735500003
ENSMUSG00000002718	1988.00340212272	-1.68851477957931	0.11426885520231901	3.515147825392019e-51	9.98946426179323e-49	CSE1L	13.9296222178	13.363470053699999	16.717939627699998	46.175238596999996	33.8994574608	47.7905813259
ENSMUSG00000028175	306.882894344045	-3.7658395085175598	0.254670129962508	5.2545798362605873e-51	1.46878427521441e-48	DEPDC1	0.460014999955	0.7275681738709999	1.11402723061	7.30129771261	8.84129912103	7.74117612747
ENSMUSG00000036777	2535.70858141315	-3.25195105074054	0.219286364766249	5.346259110884367e-51	1.47030748547886e-48	ANLN	4.803781827240001	4.51564361703	4.70214198458	55.61068775060001	26.7791866733	50.651512472200004
ENSMUSG00000026669	528.96725526547	-2.70305252307823	0.18331798577856892	1.4400527461282289e-50	3.89751418638611e-48	MCM10	1.72744280803	1.32882097529	1.57555933741	10.1045407065	8.48775180779	10.5599226578
ENSMUSG00000048922	427.598523300792	-3.0287770112956602	0.205256997288367	1.699194078039169e-50	4.5270247226009276e-48	CDCA2	1.37870620514	0.975644106938	1.39060944404	10.9820412791	6.4878234932000005	11.1299705444
ENSMUSG00000018362	2795.93123327104	-2.3312470527574503	0.159773079526947	5.660511399382466e-50	1.4848827672441594e-47	KPNA2	23.442960132800003	25.0128126279	34.655544637199995	104.496108436	137.906445785	107.479020944
ENSMUSG00000024660	1694.18944744267	-2.18960191642445	0.151460317407039	2.9170858654201485e-49	7.53624713504228e-47	INCENP	9.011306536869998	9.788828184360002	8.860654694539997	49.0691294882	30.8637483034	45.5360079054
ENSMUSG00000028560	1343.80819440319	-1.84394378938557	0.129390309543159	5.198600182882389e-48	1.3230049510198201e-45	USP1	9.92061782771	8.246030279460001	10.2457180946	35.6310090522	25.3885532856	33.9974326655
ENSMUSG00000024056	374.617253975708	-3.7299789087029795	0.26053136815808603	5.3666158667866774e-48	1.34567892859676e-45	NDC80	1.24020724739	1.04353638786	1.75400539738	12.7385064979	16.9450121767	15.5672099274
ENSMUSG00000028953	1725.72205988375	-1.4706500584528401	0.103740896578095	4.822075000993289e-47	1.19161160640488e-44	LOC114483834	19.520563228900002	20.507772964100003	18.5599188054	56.1468596631	50.1804531541	53.593907378699996
ENSMUSG00000022678	1205.0355044663002	-1.8367397487698	0.13176678026373598	4.35988662421151e-46	1.0620060975632901e-43	NDE1	9.14185177938	11.4414068144	11.3242963821	39.3207062235	29.5337520718	38.0391223519
ENSMUSG00000048327	592.797566511123	-3.1156377716413903	0.222458677619684	8.55340224044381e-46	2.05414171270151e-43	CKAP2L	1.60109688199	1.79189465162	2.5287439004400003	16.7681492959	9.15226360788	18.063895553800002
ENSMUSG00000018379	5016.74508492485	-1.5150632280847902	0.10893614472178399	1.7868745817180895e-45	4.23166645734376e-43	SRSF1	22.8883138702	24.6640590423	32.5571831423	61.6204865383	66.8112691348	67.0168409708
ENSMUSG00000035455	442.164768371128	-2.7203256042375696	0.19641131735034398	5.56000685963311e-45	1.29868050635074e-42	FIGNL1	2.18449120397	2.2559322767	2.02717851645	15.3345343899	12.6531488976	14.906390684000002
ENSMUSG00000044201	294.413102773126	-4.09799053947489	0.297804086308301	7.3521608024239e-45	1.69407694381257e-42	CDC25C	1.04068786817	0.965339777112	1.28056146982	15.3006484406	22.3454894431	14.1491273611
ENSMUSG00000034906	865.197088056778	-1.9177029714588505	0.14046940593344598	2.1203003527073302e-44	4.8204321752016886e-42	NCAPH	7.13063484478	7.84970468108	9.06590813221	25.5885194263	29.291411083499998	26.7183354261
ENSMUSG00000002870	1619.7947526552	-2.2824801039493	0.167219225888228	3.1486914677142997e-44	7.0642550284206e-42	MCM2	9.03958725547	9.39821615644	8.42699027422	50.4709699683	33.0522777067	48.067344200600004
ENSMUSG00000015134	2514.56059745748	3.5418227742032498	0.259388236003185	7.75977730611951e-44	1.7183371798265392e-41	ALDH2	22.4499857855	22.7999588508	19.4263186946	2.01872784814	1.3285104956	1.93020457395
ENSMUSG00000027699	2816.03858043153	-3.30523150292232	0.241997045258136	9.60998546945126e-44	2.100767464610429e-41	ECT2	5.87893444281	7.10046708303	8.16693510768	77.734598054	37.2613982443	79.1855595129
ENSMUSG00000068874	779.208932311035	4.22935536294607	0.31206083274030605	1.0095888687831e-43	2.1790506078000886e-41	SELENBP1	70.378965028	75.4121862329	82.26128966729999	2.70500098343	4.78684521354	2.5248033628
ENSMUSG00000026039	209.96333492388501	-2.9599957783579502	0.217249427885434	1.62657388986151e-43	3.46683892450358e-41	SGO2	0.574789228098	0.47727603072	0.460423558715	4.33144958833	3.62327932861	4.15171987495
ENSMUSG00000042489	399.870999334448	-3.251347693012129	0.23870754413200798	1.6719038213821698e-43	3.5194607479490705e-41	CLSPN	0.695048950456	0.769511531099	0.641725146285	8.02060246102	3.95908787106	9.059877492130001
ENSMUSG00000015880	511.204154868394	-3.1883545779907103	0.237382293740921	2.2614062293177496e-42	4.70234605074353e-40	NCAPG	1.4016058769400002	1.12578951102	1.43758422434	13.4551738036	6.679196149959999	14.674186346099999
ENSMUSG00000069910	347.58573571870596	-2.55636611420171	0.19143892446990401	3.46679558208513e-42	7.1219676470040486e-40	SPDL1	2.39733793746	2.2198526132	3.04006500242	11.4337290549	15.5340072125	12.3733433327
ENSMUSG00000037725	448.467287891466	-3.4565052344292497	0.258441716781113	3.87068091107772e-42	7.857021454141219e-40	CKAP2	1.13343784838	1.62667851715	1.7485828193	13.9920486153	17.9613707095	12.767846864600001
ENSMUSG00000020185	285.910252875687	-3.9331339583238	0.295388087426199	4.180640353830108e-42	8.3863645497832e-40	E2F7	0.359104920353	0.231919833168	0.376848912859	6.07938113759	2.92342703339	5.0468838135
ENSMUSG00000005410	1542.72260331109	-3.3477385072038297	0.253538539840923	4.218529047756789e-41	8.363969627128029e-39	MCM5	4.1479894763	4.25677877752	3.67811293305	50.866088678000004	28.7052748081	49.9402225333
ENSMUSG00000020432	1156.8365487631402	2.94096538865171	0.22270089597708706	4.5159857787481797e-41	8.8508130475213e-39	TCN2	46.6485814941	53.137117815	59.7461385295	6.20825604827	5.36310960566	6.29330942291
ENSMUSG00000032400	324.447992626084	-2.8245601737829196	0.214233255727394	5.382049804217947e-41	1.0428333092240899e-38	ZWILCH	1.29238235107	1.34907673958	1.84210341656	9.14126547215	7.786361037230001	10.6959014751
ENSMUSG00000025364	3837.83962690198	-1.81163593941166	0.138707549292263	6.927499318985319e-41	1.32719989761819e-38	PA2G4	35.9170546252	39.3424487369	46.817537507	117.14836209799999	136.758865208	127.23072401600001
ENSMUSG00000025395	521.178220682404	-2.2652718666150897	0.17401079709619596	1.4336757346669998e-40	2.71617832797856e-38	PRIM1	2.91470113365	3.246284519	3.68568196125	13.1634558031	14.7213999918	15.1162186986
ENSMUSG00000020808	739.938774097032	-4.15796133418994	0.32022243035816	2.236564162175529e-40	4.1907313768412e-38	PIMREG	2.02066073344	2.91627164655	1.88748252587	34.4005171188	61.496899255500004	37.6272340986
ENSMUSG00000023186	664.511285562577	2.57619202459062	0.19754202753946806	2.2666885059468996e-40	4.20101149075006e-38	VWA5A	8.352594430429999	7.34269344536	8.10377763642	1.39251914951	0.858293373454	1.40753895175
ENSMUSG00000021697	169.107575161895	-3.61163956195994	0.278263569026391	5.890456029216549e-40	1.0799802769265699e-37	DEPDC1B	0.596422100995	0.518821682784	0.4539438978930001	7.03101105505	7.351973011769999	6.1700703593
ENSMUSG00000024833	845.986660251781	-1.55194683745239	0.11989044509227699	6.885646890893531e-40	1.24901239507048e-37	POLA2	9.18907615362	8.752226419780001	11.8248265448	26.4349898804	23.504666329099997	26.2912450633
ENSMUSG00000066551	6399.098094546489	-1.60876241522598	0.124734033251261	1.0334145686941499e-39	1.8548159800846199e-37		55.517287479	60.634404879499996	48.2817640926	169.526655989	154.006652677	190.92198580099998
ENSMUSG00000028896	746.005982072617	-2.1927263887144597	0.17125656606682302	1.99987595921936e-39	3.5520713521509797e-37	RCC1	5.79737703718	6.60036647259	5.18385976605	26.683127200599998	29.1926410959	26.243171400300003
ENSMUSG00000047757	184.987122360309	-2.61558701733648	0.203702846296874	3.3654675741329486e-39	5.91593686665371e-37	FANCB	0.824404877975	1.17640205053	1.24225251252	5.84444391061	5.36909938045	6.704098921030001
ENSMUSG00000025980	9801.96016798583	-1.80705893404131	0.141725206989683	3.94065675872205e-39	6.85634065234385e-37	HSPD1	102.58610464600001	108.412747581	121.570971961	313.839913485	398.93895204300003	350.890407411
ENSMUSG00000022360	1417.8314624491504	-2.21577766344264	0.17468273419509694	9.61258224319853e-39	1.6555973720078598e-36	ATAD2B	4.66877469518	4.403182928440001	5.648578164959999	25.3852760431	13.0862129605	23.884549006999997
ENSMUSG00000032218	848.784560178762	-3.80542388345626	0.29945179741076505	1.4485893278658199e-38	2.46998966294401e-36	CCNB2	3.01134552731	4.82443562846	6.04001666606	44.0975529222	76.98476615979999	42.5534924759
ENSMUSG00000005823	1260.6656338801802	1.1906974261006	0.0929591028607035	1.6426471137849e-38	2.77314613239073e-36	GPR108	46.8022366408	48.6138393244	41.1463849596	20.1105890277	16.79117709	22.0916399531
ENSMUSG00000066026	1226.8213180005	2.09510292564406	0.166353132711965	2.53016749980286e-38	4.2295966705037796e-36	DHRS3	43.123826236199996	35.7690586732	40.8230950982	7.40940084448	9.5896587003	8.48099096336
ENSMUSG00000054115	516.145727899198	-2.19551433517722	0.17423920358574801	2.694206290788149e-38	4.4600884916726906e-36	SKP2	1.3063703489899998	1.52450529716	1.73573908055	7.015375507510001	4.36256054939	7.721576200369999
ENSMUSG00000030677	766.004666985774	-3.1156571044446	0.245593464763987	4.01344886876704e-38	6.58012660205257e-36	KIF22	4.47230876981	3.95529230052	5.434564415980001	29.1820173956	47.9661586386	29.537659108899998
ENSMUSG00000030521	500.4547105943449	-1.58513413814318	0.12669737557357	1.57108775801361e-37	2.55129689160858e-35	MPHOSPH10	6.044669861	5.709659973430001	7.737489695439999	16.3438941516	17.072468906199994	17.6713507945
ENSMUSG00000039748	255.201258128342	-3.0643174642346205	0.24365458490252104	1.61528399446952e-37	2.5976010448696886e-35	EXO1	0.624667117855	0.493992494005	0.643526897022	4.48878335622	4.2727949724	5.19853641462
ENSMUSG00000049128	2728.0221045041	3.5337220625509103	0.281593956456602	1.6300704463143303e-37	2.5976010448696886e-35	IVL	215.403612802	210.527254034	284.882906001	14.9253694303	17.6204040117	16.3265323007
ENSMUSG00000022858	2397.46987921126	-1.25068548989399	0.099316452425217	2.0683810949784684e-37	3.26555241208128e-35	TRA2B	19.796914786800002	22.059907654099998	22.6581100983	47.570470986400004	47.0498557776	48.6080790071
ENSMUSG00000037474	489.084033898784	-2.5502894509449	0.20537053789412305	6.1197842066894296e-37	9.573251422776278e-35	DTL	1.75396944529	1.86995582717	1.88783189331	11.6557480862	7.575579675669999	12.2060251404
ENSMUSG00000047534	432.364434918237	-2.18890954926604	0.17804906668336	1.23997066459021e-36	1.9220672547207e-34	MIS18BP1	1.31695866959	1.44599823073	1.91885416009	6.9443552048	4.39010975383	7.219658863180001
ENSMUSG00000038418	1286.0688847319802	3.7145828375509695	0.30082384334275103	1.55371498065296e-36	2.3867021743345596e-34	EGR1	30.3529549765	21.890942706500002	52.955228329499995	1.71754920295	1.54167166811	2.0219960875
ENSMUSG00000026037	513.0969795521838	-1.57438600111603	0.127728719875212	1.65390115007647e-36	2.51791683124588e-34	ORC2	3.90942161548	4.022725659230002	4.321645339630001	13.075343874300001	8.81398346054	12.582427016099999
ENSMUSG00000022033	422.232693558306	-4.0009650471845495	0.327310279685942	4.50912953447457e-36	6.8039971409138e-34	PBK	0.793516323115	1.93276158863	2.0292875761	18.7591407938	26.6751701534	21.1464812564
ENSMUSG00000034329	218.245350085196	-2.74299483062096	0.224165200347869	8.495765072522588e-36	1.2707130723822998e-33	BRIP1	0.456852912388	0.436031785055	0.549369703582	3.51506065201	2.35671752624	2.99652421025
ENSMUSG00000028633	1184.17159292215	-1.76823750272354	0.146125520505373	1.45361307696324e-35	2.155265789156539e-33	CTPS2	9.20326391934	11.105373325	11.046108029200001	31.932533348499998	34.6858751528	33.6154785222
ENSMUSG00000062510	212.585605660877	-3.1449287335649903	0.257500600630453	1.46884007276301e-35	2.1590682828174198e-33	NSL1	0.7001583108849999	0.673172446663	1.1244418625	6.38762708566	5.85146413645	5.906414208409999
ENSMUSG00000074818	201.762906843074	2.6397982302460097	0.21685547377501	1.5288820636607e-35	2.22811692884433e-33	PDZD7	5.0213588697199985	4.805255862130001	4.16555710412	0.948119761016	0.477301684697	0.7478845720739999
ENSMUSG00000005481	2046.51740477957	-2.17860409207237	0.18035698603947609	1.6908636486880498e-35	2.4432979723542288e-33	DDX39B	9.891234751319999	11.2975585437	12.6283026902	42.0171014615	54.1792657686	42.516663785
ENSMUSG00000026174	1180.61566625996	-1.00645146764461	0.0818880904188132	2.1427714898223387e-35	3.0702854347025785e-33	CNOT9	12.796494810699999	13.2981395428	13.7389565559	27.340073001799997	21.545526574	26.5339143149
ENSMUSG00000047517	5848.0538619104	7.013475966412869	0.635776570134551	2.19761027535216e-35	3.1226210670858096e-33	DMBT1	60.384850293	42.9713788589	38.4791462103	0.379076651474	0.187586215707	0.363188209276
ENSMUSG00000039055	159.61689836668899	-3.15731407512972	0.2593516583704	2.37149345036332e-35	3.34184585306983e-33	EME1	0.469096719982	0.840856254299	0.822262535177	6.467133212919999	4.2427510800800015	6.729315034419999
ENSMUSG00000030978	2365.53759561122	-2.00034338545189	0.16635214579602495	2.7982402007958995e-35	3.9108847265386e-33	RRM1	12.5113919179	14.0937254624	13.892591270899999	55.8273410044	42.1219632358	58.3970531108
ENSMUSG00000038497	1250.7518563834199	1.5098805444874999	0.124989516717257	4.33091781255945e-35	6.003778831052939e-33	TMCO3	20.4380956061	21.240957994400002	22.6797701785	7.04023083719	5.89095363205	7.55866513352
ENSMUSG00000074476	296.47124021186	-4.1212559337467	0.343078637976566	4.80130645720185e-35	6.6021835807862e-33	SPC24	1.25456754184	1.61300084329	1.45050049805	19.179378488	36.4908990884	20.7100614662
ENSMUSG00000027498	834.9856891501599	-0.858144330449716	0.0701698919303842	7.00498108284128e-35	9.55535459548213e-33	CSTF1	8.82741496694	8.984966230289999	8.68892817945	16.044680974600002	14.5228062181	15.6565609863
ENSMUSG00000051220	466.49116821155405	-2.5298242404172204	0.211457510130933	1.5124260125867899e-34	2.0466965032235998e-32	RAD54L	1.59601246128	1.49339817273	1.5959098937600005	10.110979845700001	6.67682220872	9.66371268805
