	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	F_23D_1	F_23D_2	F_23D_3	F_22D_1	F_22D_2	F_22D_3
ENSMUSG00000023940	395.28332054085604	-3.4854342030307297	0.13979321699197306	2.3207984046520482e-138	3.7725632975984776e-135	SGO1	1.15863902201	0.99764329693	0.968822786687	12.048680839100001	11.25303304	11.4797495974
ENSMUSG00000020330	898.041931833186	-3.8535454859073104	0.162575128532712	1.1000783670707989e-125	1.6392084401327486e-122	HMMR	2.25343109907	1.42595661646	2.06288453565	28.464504993000002	27.954641835300002	26.863515463899997
ENSMUSG00000058290	859.855255308101	-3.60688164824247	0.153228580157145	8.998767273328444e-124	1.237745827802969e-120	ESPL1	0.962768768484	1.24469769672	1.3951294237099998	15.1306316371	15.1612318498	14.022797808
ENSMUSG00000019961	3866.5937547457597	-1.85320370226098	0.0794578688029115	2.797053682460448e-122	3.5724369211482357e-119	TMPO	29.1775229371	26.724116178400003	24.7116141693	95.8071822908	95.9892091794	95.88830951879999
ENSMUSG00000038379	323.151463751762	-3.56887847004598	0.154921242180639	1.1981303766216591e-118	1.4282512842914588e-115	TTK	0.885713569158	1.04217296012	1.14695091473	12.6936023556	12.285173278499999	11.975483172
ENSMUSG00000051378	381.286557249127	-3.64605245995978	0.158816587509738	6.340549841049635e-118	7.085960731738034e-115	KIF18B	1.18582815625	0.812544371019	0.867681575681	11.612783186800003	11.5972490625	12.4947970678
ENSMUSG00000029084	1071.81191183371	3.44363602957974	0.150113704176997	1.4094213449481292e-117	1.4824625334716186e-114	CD38	30.5450456212	26.1311311932	27.202857469899996	2.0902601720200003	2.08659139858	3.28506224881
ENSMUSG00000041431	1464.54394101148	-3.64707127879646	0.15985782336064006	1.6856407761107687e-116	1.67449681764648e-113	CCNB1	6.63029167474	4.1298664776099985	4.7865102475	61.1760631267	64.93650157329999	68.3189686021
ENSMUSG00000041064	277.512397612067	-4.54631917185504	0.200478721538453	4.788902655920957e-116	4.506861494238037e-113	PIF1	0.359553705574	0.247674271235	0.31330804887200003	6.88937143718	7.46383434652	7.48229763979
ENSMUSG00000026683	434.5257101010701	-3.5543163833324303	0.159160318784081	1.1220088042434693e-111	1.0031319714338692e-108	NUF2	1.61836543153	1.48490251539	1.32303516809	15.5763126003	17.847123781300002	18.469457190299998
ENSMUSG00000025758	777.9426719058521	-3.04136156328806	0.13724959671433098	1.2545394685722386e-109	1.068210487501919e-106	PLK4	3.16236389354	2.39978855785	2.86078927658	22.7195525294	23.123489124299997	23.237849323800006
ENSMUSG00000034311	721.954919441158	-3.9250891040511697	0.181525327845653	3.0601598121444883e-105	2.4872144364070683e-102	KIF4B	1.0935252675	1.09438179566	1.1880018404	18.8090050826	17.837515991300002	15.1667592348
ENSMUSG00000031262	339.23464132965097	-3.27056239082198	0.152427184647036	4.11082540930659e-103	3.1958986584265676e-100	CENPI	1.27033616557	1.22507823119	0.928045657993	11.3941798714	10.9757923527	10.3354304029
ENSMUSG00000079553	662.088331481196	-3.31997323600264	0.15498060355120402	7.958532163115936e-103	5.929438067028167e-100	KIFC1	2.89290281436	2.32055510118	2.51906943434	23.8597417065	25.4458637175	27.927389533200003
ENSMUSG00000022034	350.349846513556	-3.23937792154787	0.1516597521425	3.4730982343093675e-102	2.4840987811074283e-99	ESCO2	1.65681063849	0.994013012361	1.32093325127	12.460675155599999	11.442371547999999	13.5023003762
ENSMUSG00000027115	261.706789612277	-2.8726997054427796	0.137785309354314	2.8245734550781377e-97	1.9425460750096986e-94	KIF18A	0.62985884194	0.518997268783	0.551372981216	4.11728662045	4.02582736424	4.242478651080002
ENSMUSG00000035683	469.23944794078596	-3.3302945681163996	0.160057502856405	3.504374105118199e-97	2.3208041990229077e-94	MELK	1.73863380675	1.32284462665	1.66526047314	17.0395571538	16.6358412686	13.986667958699998
ENSMUSG00000090150	449.666566680455	2.3804889791150496	0.114379917983748	5.899437638231306e-97	3.767423014614788e-94	ACAD11	17.2186043831	15.4686278495	15.8016959274	2.6868843786500003	3.0570200885900003	3.35751399484
ENSMUSG00000033031	1166.77061582977	-2.9679307734367	0.145173454473202	1.1037336046111596e-93	6.805469166914515e-91	CIP2A	5.02383710399	3.4583629743	3.9538606323	31.7067656338	33.300370512	31.7368130514
ENSMUSG00000020897	543.760206431168	-3.58940921264937	0.176484412072936	3.3714429637750372e-93	2.0094923878420484e-90	AURKC	2.39518083867	1.88087651949	2.44761506096	25.8960394995	26.9028865889	28.9978031858
ENSMUSG00000027306	815.7763445191611	-2.98004696082089	0.147197293326113	6.258268550871896e-92	3.609809676069047e-89	NUSAP1	2.78169754236	2.62784790018	2.48687556979	19.6953690804	19.619640166900002	22.8765753868
ENSMUSG00000037313	1425.8993103430896	-3.35439575489243	0.16804975660065394	1.0810903746249791e-89	6.040930308959159e-87	TACC3	5.13764499774	4.14507540731	4.41586615441	47.3251386754	49.118018435799996	43.851559304700004
ENSMUSG00000036777	2535.70858141315	-3.88176205851713	0.195695207049725	4.4926787105587764e-89	2.434351152227318e-86	ANLN	3.781360636590001	3.2493370390700003	3.78792693891	56.7757587309	55.376182947	49.2051943343
ENSMUSG00000024590	2019.4684549291198	-3.1205697705943702	0.157918774925519	8.538082706623434e-88	4.4902781434451076e-85	LMNB2	8.10469210974	6.789916531849999	6.728243513119999	61.3998188771	62.4363852501	64.0616131813
ENSMUSG00000046434	12465.312875579299	-1.9082620375807602	0.0973115252366034	2.015574419532568e-87	1.0297281770189093e-84	HNRNPA3	155.930268728	134.361226041	147.107974582	565.346466855	536.624111005	523.564868632
ENSMUSG00000032372	425.058046566753	-2.81055171381946	0.142581263115001	3.2767262700477286e-87	1.627531734297869e-84	TMEM256-PLSCR3	4.56134877259	2.9209595533	3.13516421211	22.0884139321	23.8043654746	27.8724604116
ENSMUSG00000024989	559.52514919214	-3.767341754417621	0.194138760030816	2.742108325457908e-85	1.3251794315543988e-82	IFT81	1.65404254463	1.10117272737	1.5946617333200002	17.4820828068	19.1334612071	23.556294170799998
ENSMUSG00000048922	427.598523300792	-3.3577961323476804	0.17348414652456	1.6398151530198889e-84	7.716193355565447e-82	CDCA2	1.08087653919	1.34437607323	1.0692190542	12.1880172573	12.5938004789	11.1978856855
ENSMUSG00000001228	1671.97489514084	-2.98177642283617	0.155097634841112	3.6281660371530376e-83	1.663467613085479e-80	UHRF2	6.64251908549	6.0425097478600005	6.4278506785800005	52.9621027436	51.5313401933	46.3428226282
ENSMUSG00000025001	1407.05631651301	-2.56885832783027	0.134396423104739	4.0481419947586475e-82	1.8096206752069883e-79	HELLS	5.20901490618	3.98049021252	4.3064421391300005	26.6259534986	26.266628641100002	26.5945966423
ENSMUSG00000022322	487.98068031303706	-3.7461939276584797	0.197604904040532	1.5653600845322587e-81	6.82687894427349e-79	SHCBP1	2.33676179382	1.22232829011	1.80482108863	22.707981361999998	23.4755397277	26.5010778454
ENSMUSG00000021377	2400.6156983302303	-1.7649426484316295	0.0937966346521637	3.3378424661706087e-81	1.4210466937522995e-78	DEK	26.8817505185	22.9401753038	25.8094358454	85.6804488747	86.30133044680002	82.8758603787
ENSMUSG00000038252	2482.345281818789	-2.7416282481052296	0.144697351984107	9.377011193827054e-81	3.8993101664377084e-78	NCAPD2	7.3768189292	7.954605773460001	8.208641345730001	54.50260047689999	55.883987258199994	46.7133871215
ENSMUSG00000038497	1250.7518563834199	2.09472927613873	0.111124710467657	1.6363313576348388e-80	6.649827501333767e-78	TMCO3	30.1894236085	28.0847379565	29.408072543000003	6.67112551525	6.09290365559	7.31421123896
ENSMUSG00000040204	1419.4036787006796	-3.69163078215847	0.197613825881396	3.270556005097518e-79	1.2995735983810799e-76	PCLAF	4.471635373380002	3.50976958183	4.92830296078	56.9091857549	57.5454691319	54.7532214066
ENSMUSG00000048327	592.797566511123	-3.52908934522717	0.18875941142410396	3.419269849997648e-79	1.3291296562566895e-76	CKAP2L	2.31602865072	1.6153107535100002	1.91068244671	21.890494525700003	21.852072866100002	24.2220992925
ENSMUSG00000047534	432.364434918237	-2.8246072865883702	0.15077573957752402	4.960191306790088e-79	1.8870889522704998e-76	MIS18BP1	1.4484413631	1.05831867873	1.18756220156	8.704974522719999	8.49439461131	8.85547140006
ENSMUSG00000006398	1349.00030297077	-3.55059981916753	0.19066615098333198	1.31265379231535e-78	4.8899088459147284e-76	CDC20	7.40952019993	4.97935101716	7.160398669239999	75.5172825035	79.8545782236	75.9672725126
ENSMUSG00000027323	554.348252334708	-3.19483433933072	0.17148638166387806	2.1316839162423596e-78	7.778906144148915e-76	RAD51	1.91064504747	1.7194536253	2.09821169018	18.5760940265	16.8210470601	17.4633695101
ENSMUSG00000027669	1079.5161320361	-1.65164504507594	0.0903955726663302	5.476783086868977e-77	1.958607167526089e-74	GNB4	2.97683528168	2.76020523433	2.71460500574	8.55780039226	8.966288871769999	8.81554748876
ENSMUSG00000027496	784.71461359261	-3.49005935424806	0.19082542066257197	6.98393287005761e-76	2.44862164018628e-73	AURKA	4.712827389469999	3.16662281825	3.61248441519	42.8397914914	46.163251555500004	40.7929757621
ENSMUSG00000020649	3306.61189893984	-4.17098734610093	0.230483389434641	5.289161341423509e-75	1.81875949896142e-72	RRM2B	13.725234475999999	8.824437771	10.0890568744	179.174148644	194.314291803	227.339756422
ENSMUSG00000026622	657.493576657365	-3.4705019947965896	0.191627051975138	1.8868783632639988e-74	6.365900379910117e-72	NEK2	1.86547500502	1.82449286443	2.24721758107	24.268483135300002	23.8411118319	18.5782722835
ENSMUSG00000017760	4483.61150168899	1.6907358732734599	0.0943176772302548	3.222070476847038e-74	1.0669230036389199e-71	CTSA	112.350974905	122.986424381	121.379130625	35.7330505952	35.618760726	36.7400726659
ENSMUSG00000022385	409.94790943071996	-3.27798278189271	0.18185428322641398	1.2527200552826796e-73	4.0727067833653885e-71	GTSE1	2.09794720035	1.50754987092	1.26456868999	14.568840985	16.853066170199998	15.6067842583
ENSMUSG00000029730	2884.9542475755297	-2.0625003149245	0.11523055627559	5.421295963169979e-73	1.7310391628114684e-70	MCM7	26.5259674019	20.414902999000002	23.2960237241	101.22675221600001	100.53460824	88.6591148225
ENSMUSG00000003363	1413.56019661541	2.32512127435818	0.12968189571388	1.0265314969860095e-72	3.220247315369608e-70	PLD4	54.92301555970001	57.6086581014	57.020403309399995	10.970908417	10.3584380344	11.725302503499998
ENSMUSG00000027331	965.758558483205	-2.33171237849638	0.13032041045436998	2.0393196037190688e-72	6.287081695534607e-70	KNSTRN	3.31536330776	3.29279230107	3.93946715238	17.7124900119	19.1890160273	16.0572547081
ENSMUSG00000017499	394.353257918743	-2.9555466865835203	0.16549761182098002	4.058347721666037e-72	1.2299545018832288e-69	CDC6	1.34007757599	1.01503384148	1.29441978951	9.45622236965	9.74605185767	9.19336423719
ENSMUSG00000002297	999.276379716174	-2.7414680165628997	0.15411490417228899	1.7386728542174691e-71	5.181534884377107e-69	DBF4	7.7770984053499985	5.94345695926	5.529917145800001	40.1177046237	42.3819368886	45.581165130100004
ENSMUSG00000026669	528.96725526547	-2.74197475101394	0.15467249848647302	5.136396378429697e-71	1.505637764634449e-68	MCM10	1.83399231397	1.67574009981	1.7636591529700003	13.153511614100001	11.5972166871	10.461034254
ENSMUSG00000015880	511.204154868394	-3.58441460020657	0.20424782442550304	3.46086419005455e-70	9.98124396489764e-68	NCAPG	1.34539271037	1.11750780796	1.3782600510699998	15.2716515061	16.7790729017	14.746926070999999
ENSMUSG00000028175	306.882894344045	-3.48592661215981	0.198798052644323	5.399489242964338e-70	1.532512177038819e-67	DEPDC1	0.82770568655	0.740663833661	0.823928255025	8.18149673117	8.35881942001	10.7019219325
ENSMUSG00000028560	1343.80819440319	-1.97362555521097	0.11302140678292999	6.815507372696006e-70	1.9041888645496485e-67	USP1	8.87897621491	9.61948659151	10.2297582224	38.9645964597	39.3830855598	33.8763992744
ENSMUSG00000029470	1394.0959398761	2.3155608566762997	0.132429566628981	2.6460897557517587e-69	7.17244888018442e-67	P2RX7	60.2004380087	57.3419482816	53.56630343689999	11.268934098399999	9.43032970724	12.8303985564
ENSMUSG00000042489	399.870999334448	-3.49120372609218	0.2001399336578661	2.64740017947638e-69	7.17244888018442e-67	CLSPN	0.856839773531	0.76800209668	0.868482636441	9.93916776694	9.747699679110001	8.736710530580003
ENSMUSG00000021569	447.796797739037	-2.85134295747096	0.16314429357562196	3.8982148185971187e-69	1.0403578980796299e-66	TRIP13	3.06749376633	2.4055158746200003	2.62761888091	19.3890266761	19.5577215046	19.453514257200002
ENSMUSG00000027699	2816.03858043153	-3.7355182150803694	0.215263398629862	7.8383904451356e-69	2.0611508757274997e-66	ECT2	6.947353134189999	5.9999364975699985	6.61016827981	87.5895668328	90.6562171798	86.8348843344
ENSMUSG00000020432	1156.8365487631402	3.41463669268578	0.20013815172202692	2.2888415261797686e-66	5.931416714437748e-64	TCN2	64.8758815881	53.711422016899995	57.24141003729999	3.65795133484	4.83489751227	7.326969130169999
ENSMUSG00000032531	1400.43519797629	-2.39325510973348	0.14006073538935	3.136183481985168e-66	8.011156691625257e-64	AMOTL2	5.01723747698	5.18894102396	5.32375337381	27.487638584699997	27.0623881534	26.7974832688
ENSMUSG00000024660	1694.18944744267	-2.25232242867397	0.132142187556616	4.3906029003446595e-66	1.1057516966346899e-63	INCENP	10.5501126776	10.0659035139	10.5004457275	52.303276626999995	49.231471164700004	45.8417919216
ENSMUSG00000066026	1226.8213180005	2.52246611958024	0.14806966396575302	8.930831597138744e-66	2.2179472192838597e-63	DHRS3	45.1005275163	42.580548596	39.943540408800004	6.09661624893	7.06400919886	8.453973893819999
ENSMUSG00000034906	865.197088056778	-2.06440766810431	0.12207957498053999	1.6830599127356594e-65	4.1225745615926575e-63	NCAPH	8.47274854495	6.6613994104100005	6.5897734738699985	29.6345733499	31.7949687296	28.464347835199998
ENSMUSG00000012443	1780.9824566984698	-2.62487025782809	0.154582063200799	2.3666455405015686e-65	5.718647149960627e-63	KIF11	6.88136101087	6.02866107358	6.87154076024	42.136391246100004	41.3806348804	38.2742263577
ENSMUSG00000022678	1205.0355044663002	-1.91235099125703	0.114114253612777	7.765292592080116e-65	1.8513492911864597e-62	NDE1	13.3128288299	11.2639553764	10.2360795189	42.7128673303	43.587479425699996	43.4342369227
ENSMUSG00000015176	2446.44128490705	-1.4605155414705802	0.087742717084588	1.79300942633143e-64	4.2185265200305665e-62	NOLC1	25.3194474181	20.637039499100002	22.561753553699997	64.0779649071	62.3014620561	60.8784469016
ENSMUSG00000020185	285.910252875687	-3.91869673935902	0.23412182222869696	1.9475237567989197e-64	4.52255484354825e-62	E2F7	0.37928437667	0.361526146858	0.466457049125	6.286850626869999	6.875406981669999	5.6928406220099985
ENSMUSG00000045954	2271.693468231	-1.7785260693021296	0.107385931871083	8.586577482755385e-64	1.96841784575832e-61	CAVIN3	20.2486209907	18.8614213125	19.6196754021	65.895463765	69.3057974913	65.04249625119999
ENSMUSG00000041859	2003.7220231612805	-2.3973349146456098	0.143762488857761	3.3430889440830796e-63	7.566806760651849e-61	MCM3	12.8717990956	11.5760507229	11.0101450876	63.0527030096	65.0252973513	57.5968487743
ENSMUSG00000039748	255.201258128342	-3.4543619518293704	0.20820932022048	5.994104495408628e-63	1.3397572810300192e-60	EXO1	0.424137544079	0.482067425764	0.577896763394	5.835493136240001	5.27318456734	5.5762321585
ENSMUSG00000035455	442.164768371128	-2.77503279618155	0.16729109119648802	1.6494774119458692e-62	3.6412722966671677e-60	FIGNL1	2.54766489116	2.38538055389	2.01540377785	14.633075511600001	18.3270173009	14.4470950478
ENSMUSG00000021697	169.107575161895	-3.64047430451626	0.22171740097701398	7.102151724656496e-62	1.5487021340071094e-59	DEPDC1B	0.587191556885	0.4142431909880001	0.779530606754	7.638938263510001	8.485919453960001	6.9465284486300005
ENSMUSG00000040722	1245.62588395185	2.87818352019344	0.175159776653388	2.0067255599353597e-61	4.32316382375954e-59	SCAMP5	44.13564942479999	46.9734247913	44.5261809606	5.92480641862	5.48725570209	6.435437984659999
ENSMUSG00000000876	618.123411932332	2.10120731338348	0.128816483423525	4.4650544794265e-61	9.504718946026807e-59	PXMP4	22.961330831799998	23.203931114	23.984900978400002	5.35183164853	5.20511907991	5.4065463093
ENSMUSG00000039055	159.61689836668899	-3.4109358012656803	0.20889976607096106	4.9792792926958385e-61	1.0474646239140494e-58	EME1	0.7644194165960001	0.6911115430670001	0.499575068108	6.880634908049999	7.2265017805	6.67150175834
ENSMUSG00000002718	1988.00340212272	-1.6069716369831395	0.10053384430669696	6.293053668404527e-60	1.30844293772955e-57	CSE1L	17.175001299	16.4487313106	16.695710380799998	51.855939918000004	53.97715664760001	46.6157608154
ENSMUSG00000037474	489.084033898784	-2.8392530040568	0.17610561605189004	3.2547863759167197e-59	6.689521285950207e-57	DTL	1.80313074401	1.72272721621	1.89308637509	13.6435987249	13.719429483699999	11.5977577126
ENSMUSG00000026039	209.96333492388501	-2.8242487657368303	0.17557952990945094	6.0108228935888565e-59	1.2213582290938892e-56	SGO2	0.798555263753	0.488553672303	0.4344871987	3.84633655227	4.1595510196499985	4.00938555088
ENSMUSG00000051220	466.49116821155405	-2.96302907081695	0.184685911915522	1.0175948699064699e-58	2.0444509964941198e-56	RAD54L	1.27243040907	1.09225194455	1.33982946149	9.80754342633	10.3887287589	8.917463982989998
ENSMUSG00000054115	516.145727899198	-2.32332429844978	0.145064608827138	1.3922848965726893e-58	2.766160692846259e-56	SKP2	1.89626550903	1.64635715429	1.82451800431	8.81481211152	9.2953626562	8.65773839602
ENSMUSG00000047757	184.987122360309	-2.54226101733291	0.159342537287689	5.252838992074687e-58	1.0257271845525194e-55	FANCB	1.16677992756	1.19838609044	1.2539872698	7.77341535298	6.542234252849998	6.827977915190001
ENSMUSG00000074818	201.762906843074	3.0895053583913397	0.19393628629341397	5.2774957205319576e-58	1.0257271845525194e-55	PDZD7	5.42060047107	7.071267054389999	6.3444670876	0.758698679327	0.615360711871	0.755489414103
ENSMUSG00000030978	2365.53759561122	-2.3280647897135602	0.146299193313231	7.299986137799376e-58	1.403559700322479e-55	RRM1	11.4645487645	11.325307275899998	12.2558053509	61.083548181000005	63.6057738967	50.5998121671
ENSMUSG00000024056	374.617253975708	-3.33231181614866	0.21050068769959696	1.7632287271754987e-57	3.3540737096409586e-55	NDC80	1.95698934191	1.1182307675	1.78186107478	14.3337949434	17.1677996695	18.2415853808
ENSMUSG00000032400	324.447992626084	-2.7582700919296803	0.174258766812092	3.846690149022529e-57	7.240280689965468e-55	ZWILCH	2.00070905361	1.22402769065	1.9143798933	11.095262598	11.413897221600001	12.4566105744
ENSMUSG00000025196	184.61967530444198	4.2470092985414905	0.271458126538909	4.647570936507557e-57	8.656584991217889e-55	CPN1	11.9885370037	12.5229911504	13.6989347502	0.394355247087	0.426468341455	1.04716570689
ENSMUSG00000048424	257.488993245556	3.02432664092512	0.19239569413594199	1.653716798418479e-56	3.048464955929978e-54	RANBP3L	8.44571831467	7.566013893869998	6.70810781482	0.7710209316600001	0.851177597202	1.0537876091299998
ENSMUSG00000026174	1180.61566625996	-1.0929489865870001	0.0707641084156615	6.71658245547201e-55	1.225502151900969e-52	CNOT9	14.2442899631	13.2609791651	11.9442374829	27.849267794	27.3587589935	28.1153952155
ENSMUSG00000040412	733.789516062028	6.87155705497154	0.45649570942291795	7.20471908766279e-55	1.3012887071363495e-52	KIAA1324L	16.6731017085	26.114285412399997	24.4334303888	0.0996474533421	0.206543707066	0.194560683489
ENSMUSG00000037725	448.467287891466	-3.35679960653616	0.21894778992477104	4.1336114611288875e-54	7.391310653644556e-52	CKAP2	1.95531230838	1.0761404234899998	1.67853218508	14.5702378728	16.5022424814	18.0206189251
ENSMUSG00000001473	2228.45685786637	-2.8491356881095697	0.186330970031326	1.5905360586912888e-53	2.8158787391543485e-51	TUBB6	12.7597567729	14.9145231305	12.571600963699998	105.639722985	106.695620481	79.0230949803
ENSMUSG00000022360	1417.8314624491504	-2.3180926617027797	0.151863215036576	1.7869488006274793e-53	3.1325913239235277e-51	ATAD2B	5.51556101391	5.47726007018	5.67710395571	29.2834927925	28.0807727981	25.558252781999997
ENSMUSG00000069910	347.58573571870596	-2.47026703246141	0.161981614123208	3.0087106120604596e-53	5.223180044102237e-51	SPDL1	2.96250244783	1.90725502725	2.21549894113	12.9038214454	12.3854956533	13.761456558399999
ENSMUSG00000052798	1056.1348784717402	-1.65970498022905	0.11078537433584598	4.035239590643848e-53	6.937896069259876e-51	NUP107	10.9721136439	9.00383917094	9.16013698742	29.7998314592	31.296064609800002	30.4352093608
ENSMUSG00000028212	198.713885434022	-2.7475464159202403	0.181597461471591	1.9986194407519596e-52	3.403553735246268e-50	CCNE2	1.07036801728	0.7224450860799999	1.34160769213	7.80291051921	7.40967856513	6.19477073886
ENSMUSG00000072082	722.9767985176338	-2.93086067820826	0.194159108823439	2.8865342470381484e-52	4.869256497291427e-50	CCNF	3.11473984506	3.13008250461	2.85341107574	26.3655135681	25.231708672600003	18.143849141900002
ENSMUSG00000005823	1260.6656338801802	1.24396299010124	0.0831358684714906	3.3783093108850486e-52	5.6455653072837e-50	GPR108	46.346844501899994	49.1807509721	47.2066247174	19.7548658393	19.962653967	19.056151882200002
ENSMUSG00000034329	218.245350085196	-2.8008763762748803	0.185594215423182	3.4581827943039996e-52	5.7255339393472e-50	BRIP1	0.404322836711	0.494360489722	0.459082322789	3.48903148072	3.03969191925	3.0208932888
ENSMUSG00000024691	1205.10090105894	-2.37414846783578	0.15788420855782598	6.479995457817026e-52	1.0630165025800599e-49	FAM111B	5.691003552000001	5.50195857888	6.0718942605900015	28.9259932162	30.4374941887	30.162730825100002
ENSMUSG00000034773	149.396099239788	-3.43844424557907	0.22950146115100398	7.24692347749326e-52	1.1780203518277899e-49	HROB	0.516557545488	0.377428118913	0.526112084136	5.39230993902	6.22266110546	4.19791821826
ENSMUSG00000027326	677.23214623751	-3.87037912030164	0.259610906039212	9.025121365546844e-52	1.45385761384994e-49	KNL1	0.7385140919230001	0.649644850483	0.796897926825	11.593572386300002	11.455899509000002	10.032774074099999
ENSMUSG00000005410	1542.72260331109	-3.3444632552003504	0.22357801781560704	1.2216972814718094e-51	1.950461525892629e-49	MCM5	4.82255873128	5.0910633436	4.8221739372600005	56.9165073795	57.4621986543	37.7733278738
ENSMUSG00000025395	521.178220682404	-2.20000718255144	0.147407659150367	1.9742430316945998e-51	3.1240212079408084e-49	PRIM1	4.54584087134	2.80792787037	3.56030963151	16.5464468848	16.6875280515	16.5672054454
ENSMUSG00000039865	372.977958797095	4.42299180860471	0.29980244425264	2.5020607477404284e-51	3.9245042307321596e-49	SLC44A3	16.1223094748	18.6135054464	18.015062550499998	0.738574930652	0.696318679696	0.8341764594859999
ENSMUSG00000027959	204.64363966418597	-2.3594712712173598	0.157916796591516	2.651338942790548e-51	4.12248622922067e-49	SASS6	1.027877653	0.910338726718	0.7589951453820001	4.35368440748	4.46106287352	4.8941613772300006
ENSMUSG00000020808	739.938774097032	-4.13928173019147	0.279887002990586	2.876488171019738e-51	4.43400732637965e-49	PIMREG	3.1898806278400005	2.00947647076	2.17640190099	41.8956620025	43.2289883301	49.83099027310001
ENSMUSG00000028015	358.66571823184097	2.9280071825584	0.1963502135291	4.5565376876650275e-51	6.963713708815235e-49	CTSO	8.33501751865	7.611838081699999	7.38269664454	0.964206918051	0.74048523955	1.23105972308
ENSMUSG00000001517	802.168971186931	-3.5725059216792	0.2411344974932089	6.789764517853897e-51	1.0288794859639395e-48	FOXM1	1.25049602019	1.83207738174	1.99334468268	22.8153102142	21.5160823946	17.995908774100002
ENSMUSG00000058729	289.681384305591	-1.54275338146041	0.106072357171952	2.6690312032832797e-50	4.01049974335365e-48	LIN9	3.26190904363	2.66224999625	2.52349107076	8.0688784068	8.48063483243	7.850629608180001
ENSMUSG00000020914	6250.05889267298	-3.50556104944331	0.238296671430936	3.644469004929337e-50	5.4305625230951205e-48	TOP2B	10.4964063568	10.8793781785	12.670735909300001	140.716734846	140.05973997700002	115.689954595
ENSMUSG00000020034	516.270962125172	2.9848421680562502	0.20262149030850896	6.302225219415206e-50	9.313230508129199e-48	TCP11L2	22.8911900826	16.61183603	15.641341221700001	1.81398589743	1.84630795606	3.00010431988
ENSMUSG00000000532	1788.9838362850699	1.5351234360566202	0.106272596760164	1.1548657864232102e-49	1.69263566615028e-47	TGFBR1	29.4345453997	31.877623397199997	27.7428361968	9.27946680943	9.60757998817	11.0123551259
ENSMUSG00000026037	513.0969795521838	-1.5563320951159099	0.10793914795316101	1.624016210945459e-49	2.3608970624321697e-47	ORC2	4.59059512045	4.770369215400001	4.81057550202	13.8812456346	14.849731708299998	12.9329124957
ENSMUSG00000031756	171.532140384893	-3.1819856783702005	0.21756957441070002	2.27514606464868e-49	3.280797321127669e-47	CENPN	0.968639309756	0.900768069997	1.13005483321	9.42923420863	9.15958154636	9.32512629027
ENSMUSG00000040605	2457.93650698037	3.25200155073533	0.223207378325284	4.60093602499552e-49	6.58154696503559e-47	BACE2	93.2064706268	106.994658696	105.747733265	9.89732682612	9.95980638267	10.7953432567
ENSMUSG00000024301	225.44296346691002	-2.7226149427321404	0.187711387455999	2.2180250839000687e-48	3.14765924803311e-46	KIFC1	1.4618474602200002	1.08386013447	1.02813656609	8.24608280529	7.900135275439999	7.36512096546
