	baseMean	log2FoldChange	lfcSE	pvalue	padj	HumanSymbol	F_13D_1	F_13D_2	F_13D_3	Tom3D1	Tom3D2	Tom3D3
ENSMUSG00000019810	876.4882611710408	-0.3949204332137	0.0953859640647273	2.1390393797379695e-07	5.20963040935182e-05	FUCA2	8.09256723546	8.454190735689997	8.355026814630001	11.980337482100001	11.353632004100001	11.0558426372
ENSMUSG00000079652	31.5875538141437	2.26821393857952	0.5369052745516439	2.6142559864202e-07	6.26264307041942e-05	FAM71F2	1.71184334926	1.5879021248899998	3.7198394243	0.386293438359	0.18110920071	0.448661137289
ENSMUSG00000025813	81.833260068218	-1.6739103752947802	0.39434775121001897	2.95660749111348e-07	6.96853310768407e-05	HOMER2	0.203504940835	0.17035407831399998	0.230789551506	0.842664535961	0.709189314899	0.759439344629
ENSMUSG00000038178	765.448738258487	1.39859028463129	0.333916937881008	3.17609199035013e-07	7.25241227536296e-05	SLC43A2	9.67332492042	6.87752782002	5.00348463746	2.67236605223	2.73678941926	1.87711363621
ENSMUSG00000045838	1254.51018531912	0.748984859122279	0.171790814188536	3.1763114050724e-07	7.25241227536296e-05	CCDC9B	15.0327727672	13.8415513395	14.1684934662	8.572251772669999	8.11121219339	7.84242750572
ENSMUSG00000030406	62.072315036073206	2.41840059463747	0.6048867994985451	3.5865818491210603e-07	8.06318777864708e-05	GIPR	3.01607052455	3.50783677936	6.16788671755	0.536997698909	0.178885761862	0.755001442586
ENSMUSG00000079620	62.7248231485212	-2.6391276895344	0.729266334624451	4.00909607813765e-07	8.876503180276579e-05	MUC4	0.0726176150975	0.026799115919300003	0.08441255244139999	0.8892593473270001	0.890690455916	0.605093321432
ENSMUSG00000026029	992.380715755217	0.477682927836976	0.120638379330601	4.27650793484453e-07	9.327255291325843e-05	CASP8	17.9304606007	20.4125724707	24.161142014499998	14.635814063	13.2482956705	15.769961676600001
ENSMUSG00000026687	1720.6789341782098	0.625814390442458	0.15067267855842098	4.5843294403544504e-07	9.851589134102879e-05	ALDH9A1	44.7080485105	45.017349789399994	41.3294047044	28.5863507615	28.0431583231	25.4566848685
ENSMUSG00000021831	3166.581534375769	1.16951546336936	0.290191457808441	6.22834143121003e-07	0.00013102532660256002	ERO1A	90.08677713729999	90.2052557734	117.740734155	40.0657014404	37.9184307509	41.815620149000004
ENSMUSG00000028108	13241.0843757023	0.9898180186320028	0.241123062421568	6.27644758925562e-07	0.00013102532660256002	ECM1	335.52275748700004	378.94408033699995	395.353120074	173.187321254	173.24477197099998	169.72404786299998
ENSMUSG00000048706	1461.94770643338	-0.849190784471978	0.20394711705448695	6.44862438565878e-07	0.000132723588940326	LURAP1L	16.6844441877	19.3393066698	20.3706954036	35.58200181730001	34.5377490421	40.9046801024
ENSMUSG00000018425	1814.39630227005	0.5927139172557621	0.147765548048645	6.59522702099271e-07	0.000133855628413565	DHX40	52.1885259495	43.941053394899996	44.3408423137	32.848393921799996	31.4285972913	25.5631079435
ENSMUSG00000038497	1250.7518563834199	-0.456118449725318	0.119284306335448	7.35115312281138e-07	0.00014715397340225	TMCO3	20.4380956061	21.240957994400002	22.6797701785	32.2565483913	29.6542843483	31.5080056077
ENSMUSG00000020427	5553.13231117724	1.55213737110488	0.39264486494632	7.69865433935061e-07	0.00015202761602828402	IGFBP5	35.8547449889	50.5312174778	66.8865051995	15.020572431700002	13.1526723126	16.5709549243
ENSMUSG00000003948	2744.84936224745	0.7705883744034829	0.187612547413849	8.07740598497995e-07	0.00015738017821134899	MMD2	59.8962838775	63.1069926387	66.33770282520001	34.9063812996	35.3054695317	35.0705410963
ENSMUSG00000038151	217.889923484408	1.6203212122038702	0.413812472391003	8.8245147619357e-07	0.000169674518705482	PRDM1	0.8063484181720001	1.28187565176	0.811142130746	0.316486071445	0.171986866419	0.311888825265
ENSMUSG00000025993	623.653287055359	-0.994152271653315	0.24860800658089105	9.030429946272801e-07	0.000171378795850499	SLC40A1	8.45038319818	9.77116370625	9.59944575014	21.9970466987	19.2599122506	20.576580535999998
ENSMUSG00000041889	256.20346010898	0.911876678798105	0.22806690748526895	1.04420153259153e-06	0.000195627140971282	SHISA4	4.86173903333	4.07979829794	3.89959179444	2.15459565733	2.45468199147	1.70167184988
ENSMUSG00000046711	16815.8354967078	0.980345336217182	0.24873719240136105	1.12413415723622e-06	0.000207936359996112	HMGA2	420.010781922	510.706005044	341.157733665	204.857638275	209.064236003	180.130538889
ENSMUSG00000074006	177.658417371869	0.670027960623224	0.169854574474203	1.18543805211096e-06	0.000216535078193718	OMP	4.81486302041	5.33069305757	5.20700976484	2.7887954766000003	3.16624181269	3.29395017577
ENSMUSG00000027006	5986.016676353979	-0.5869345885880369	0.15291794967384198	1.2303344142267598e-06	0.00022041646636031202	DNAJC10	84.8893632473	83.15734773189999	89.1394987492	143.609454464	141.551716222	125.696898303
ENSMUSG00000024376	151.450321683822	-0.9765391015144608	0.249471839586888	1.23685418747318e-06	0.00022041646636031202	EPB41L4A	0.835982730026	0.784359279059	0.8235317535100001	1.81399842842	1.96902787899	1.57251995923
ENSMUSG00000089672	311.82176632121497	1.7218573207321497	0.453254026673666	1.25745060136362e-06	0.00022138705587622403	ZNF845	19.5166681364	23.2760808369	56.169213427799995	6.3964577163800005	6.083844268150001	11.935397726300002
ENSMUSG00000026726	73.51514397679959	1.74039968330475	0.4617095386258821	1.3618541330711099e-06	0.00023691398150676402	CUBN	0.470430357599	0.382649808774	0.451050120297	0.08015936995760001	0.126838546	0.108618101176
ENSMUSG00000026971	532.8731772316211	-0.9796874691614158	0.252891493053529	1.40414018358939e-06	0.00024139647650343307	ITGB6	3.0443552584500004	2.57818535978	3.1911141469700004	6.81831942594	6.45884549639	6.14437765951
ENSMUSG00000018340	1586.1383109774201	-0.7803260646117289	0.198642278215686	1.4785900574740299e-06	0.000251239959417069	ANXA6	13.1165793379	12.5062289726	10.814862285699999	24.438522163000002	24.8783211204	18.6943141968
ENSMUSG00000072946	1237.8495353764802	-0.351628404099515	0.0920262185705897	1.53092501946088e-06	0.0002571426127515149	PTGR2	25.521969699499998	23.123921706300006	21.7847934522	33.221344086500004	31.418844719699997	30.2478048302
ENSMUSG00000028699	142.85819541527002	-1.40750777655564	0.377599037896072	1.54942793624144e-06	0.000257293073094275	TSPAN1	2.42028474895	2.95362439612	2.61092064597	7.50142287353	8.39762762385	9.33486396475
ENSMUSG00000026675	1023.02200045129	0.759410055631992	0.194784035849288	1.61676884715073e-06	0.000265458911948468	HSD17B7	14.4415841494	13.996711061400001	15.7667255299	8.0715114939	9.0705786483	7.435962773119999
ENSMUSG00000035615	96.443082408765	1.7693682719105102	0.4821836197924601	1.7649079441494702e-06	0.000286562219865069	FRMPD1	0.541668383434	0.438241478665	0.524707524029	0.154618925909	0.101940878095	0.089791200492
ENSMUSG00000039191	2804.74639755255	0.583556460468828	0.15688821361711405	1.87016423164757e-06	0.000300315493594131	RBPJ	32.5139768995	28.5578517928	35.2276767749	21.2516001552	20.8559942853	19.4489101475
ENSMUSG00000027654	290.296167806632	-0.7358925251617621	0.192423873589294	2.01845155068174e-06	0.00032060470119687205	FAM83D	1.4435893109	1.76170205117	2.41539619708	3.36330137738	2.87363922581	3.95933866881
ENSMUSG00000034684	223.33014842871899	-1.1680669691438998	0.318879048300704	2.11224961589508e-06	0.000331895738033062	SEMA3F	1.17458189838	0.605674236813	1.1378030886	2.32861434107	2.66112561196	2.60055084979
ENSMUSG00000025964	125.556508965123	1.51321323569996	0.42208892903284295	2.31982846086962e-06	0.00036063460956050697	ADAM23	1.27436795122	0.818318886688	0.8888145227650001	0.260093828712	0.307626350101	0.311240530277
ENSMUSG00000030748	2813.44856886022	0.615383519654963	0.167271590413241	2.4551593451274798e-06	0.000376130824839283	IL4R	35.2415995681	31.633909055	28.3532181864	20.5394348706	20.5231011378	18.3913080664
ENSMUSG00000027669	1079.5161320361	0.383091696941049	0.106197354139149	2.47098878974688e-06	0.000376130824839283	GNB4	4.3970093086	4.2331073767900005	5.167633144119999	3.40351623362	3.34087132375	3.49199730518
ENSMUSG00000027221	161.072607238482	1.03644929005098	0.28378784309446903	2.56010987275686e-06	0.00038567923268655697	CHST1	2.68895441791	2.84171025432	2.30876205232	1.19059097047	1.15626060602	1.0974712728
ENSMUSG00000031349	1391.55963644665	0.5988813451853799	0.16655536766544	3.07434233162835e-06	0.000455600933665058	NSDHL	41.6001664419	50.2388341014	52.1770612175	30.3230054289	27.4529135744	33.210857616300004
ENSMUSG00000015134	2514.56059745748	0.899233251044197	0.245816529655776	3.0866004539e-06	0.000455600933665058	ALDH2	22.4499857855	22.7999588508	19.4263186946	11.377625911900001	11.349983605699999	9.04334189411
ENSMUSG00000038936	481.782270351193	0.939368638719194	0.259001225422798	3.1909329314507e-06	0.000466291029272891	SCCPDH	6.0557707377100005	6.24625756369	8.07895211257	2.8303355859900003	3.27074773874	3.58464135587
ENSMUSG00000020212	271.31095982732603	0.949589684086396	0.264375402770822	3.47683049126461e-06	0.0005030388511767299	MDM1	3.08596960921	2.49525385385	3.4091921921900004	1.46361064927	1.25551408431	1.51310932931
ENSMUSG00000015354	401.773979583577	-0.8720790077873801	0.242976957163432	3.900172058354689e-06	0.000558757002830755	PCOLCE2	1.46387490775	1.82499443216	1.25120971856	3.08129511445	3.166146313	3.0485862665900005
ENSMUSG00000004952	182.968254697296	-1.1783928953175802	0.347776654961204	4.58798487371054e-06	0.000650914786014875	RASAL1	1.34867770531	1.38651073104	1.39976524602	3.29392976428	3.38044637423	4.40404958055
ENSMUSG00000001270	904.569979323155	-1.02714572085349	0.298159901925315	4.68171735244696e-06	0.0006578263045318018	CKM	7.202851820639999	9.93747119673	5.83231911302	19.361136321900002	17.5319342974	17.1140175207
ENSMUSG00000070436	1963.49118580936	-0.91060903391036	0.260273743448285	4.77613204216961e-06	0.0006647011193545192	SERPINH1	6.1649348465900005	6.4967714736	5.573770369859999	11.8410185329	12.8484517651	14.1710117474
ENSMUSG00000036902	287.585923776312	-0.8601065718232859	0.2473959095721689	5.41142008376093e-06	0.000746010204566023	NETO2	1.54731439605	1.4760523116	1.34803535953	2.97925658342	3.2475365499799995	2.66335345748
ENSMUSG00000041712	794.685318501736	-0.28484807897043896	0.0745063234516929	5.8072506055779295e-06	0.00079145869965425	UBR7	8.99530299391	10.4243691361	10.179485699199999	12.946507666199999	12.2255682654	12.591007038699999
ENSMUSG00000010755	1922.8603301342002	0.548001361592133	0.163207898372371	5.84941761189756e-06	0.00079145869965425	CARS1	28.804987322	28.307906145500002	29.642874665700003	19.4918463	17.0794632637	20.0828386855
ENSMUSG00000028072	17.2942772970396	1.94164878754738	0.6479142682243441	6.08053261829322e-06	0.000808628274086349	NTRK3	0.653945755	0.420389902936	0.7765106785060001	0.039140156041900014	0.16515367607200002	0.113648493474
ENSMUSG00000024525	483.363471111606	0.860979414263676	0.25080850979552305	6.08698488671036e-06	0.000808628274086349	IMPA2	22.6789927098	25.254215457399997	20.2177210755	11.0686287636	11.064998006	12.253620251
ENSMUSG00000049307	155.268563183318	-0.746559338282663	0.216753452890684	6.34301398541976e-06	0.0008341340694538402	FUT4	1.3410079347	1.5506594563799998	1.25571735183	2.8198858709900003	2.59553606148	2.23160479555
ENSMUSG00000074652	23.115498051774807	1.34719789519778	0.419256050885708	6.39314417154794e-06	0.0008341340694538402	MYH9	0.779533543188	0.627670690708	0.798029395055	0.164359441565	0.216725678279	0.353156746427
ENSMUSG00000020598	31.385265010555703	1.98417601155716	0.691436840468985	6.90350210880379e-06	0.000892751117840263	NRCAM	0.151409453729	0.135700784833	0.12571584177	0.0200663082085	0.0141117839961	0.0310747280625
ENSMUSG00000061718	410.176108342671	-1.35069727189671	0.42761725125925	7.269747120180099e-06	0.000931866795326243	PPP1R1B	11.7863941775	14.0761171098	8.58943070164	35.561990752199996	37.9944656772	35.482820334
ENSMUSG00000044337	449.392711213321	0.900811574330332	0.271079944014927	7.721783448274049e-06	0.000981203665475032	ACKR3	4.32832733976	5.6991673170700015	7.52287972254	2.26384619341	2.6670028626599995	3.56977148494
ENSMUSG00000001119	4309.34103588078	0.7117577095228492	0.21151073007197	7.835645957270489e-06	0.000987088744599945	COL6A2	59.4940605121	56.7129675835	46.834997357	31.1666571023	33.6721759798	27.9774871789
ENSMUSG00000031434	658.371936911794	0.893440260799189	0.26937399162732	7.92632749849787e-06	0.000989977980645721	MORC4	7.99357984533	6.17852888622	7.072038490860001	3.6045493296300006	3.29379017792	3.42653814078
ENSMUSG00000026696	436.880672660147	0.504111166118193	0.15619391374306602	8.25631259430306e-06	0.00100672415321196	VAMP4	10.4149017409	11.552643132	10.5307726487	7.36153516253	7.14433678382	7.331682360560001
ENSMUSG00000049128	2728.0221045041	0.936494308550177	0.285977394324138	8.312529009102631e-06	0.00100672415321196	IVL	215.403612802	210.527254034	284.882906001	105.87226024700001	104.76478050600001	121.25549411600001
ENSMUSG00000042793	640.170310041818	1.34241105017198	0.432624079312859	8.31997420012734e-06	0.00100672415321196	LGR6	1.80752913703	2.37243359155	1.60039876391	0.6828857786720001	0.632322085774	0.572822459094
ENSMUSG00000062310	514.866169397426	1.05117558141551	0.32738243688601004	8.3359763593134e-06	0.00100672415321196		3.1802285260400005	3.79890408965	3.75622918269	1.57868629382	1.06472220448	1.92374320604
ENSMUSG00000032392	137.94852366361602	0.717330939544404	0.21543681863372505	8.667262140665781e-06	0.00102503936442635	PARP16	2.96825598433	3.35928159247	4.046737084119999	1.69300484866	1.57075579432	2.65337879376
ENSMUSG00000052560	366.50091148394995	-0.38199368745878703	0.116214269542086	8.67963809620781e-06	0.00102503936442635	CPNE9	5.15771465349	5.02791541664	6.15885618805	7.28262720392	7.36489227367	8.161325883489999
ENSMUSG00000025492	903.0859186732581	-1.73475595544105	0.589383906249007	8.69806892416803e-06	0.00102503936442635	IFITM3	1.4493961866499998	1.6046741427700002	2.41802122012	6.42429664449	7.64371648719	12.146643703699999
ENSMUSG00000028435	32.9038235862299	1.52787066040627	0.5058060518666561	8.89556348117708e-06	0.00103992695320353	AQP3	1.54657005752	1.95197472211	2.27717805776	0.45912622702	0.665948279098	0.433267978975
ENSMUSG00000020607	3566.43033533708	1.03595609875881	0.33165484422337	1.05166496621623e-05	0.0012196809643903	LRATD2	68.424168107	71.5689100039	54.9190839132	32.21106267010001	30.5479070295	19.8808918538
ENSMUSG00000002289	3812.85040149255	0.962515961415586	0.305772995039822	1.0963672056611999e-05	0.0012615129115218196	ANGPTL4	86.6028068247	101.42420095799999	127.265692033	44.0613800376	41.2297794554	57.9766789417
ENSMUSG00000021822	293.349260221622	-0.946332786844597	0.301744230399681	1.1534742088177e-05	0.00131685301667602	PLAU	0.955335400872	0.644928788352	0.8802791720350001	2.31296104364	1.89264139111	1.30553646247
